,list1,list2
228,/questions/53336374/how-to-maintain-project-structure-when-mongoose-models-collection-parameter-i,how to maintain project structure when mongoose.model()'s collection parameter is not hardcode
229,/questions/53336086/where-can-i-find-the-ports-of-all-running-pm2-apps,Where can I find the ports of all running pm2 apps?
230,/questions/53335980/join-merge-two-object-arrays,Join / merge two object arrays [on hold]
231,/questions/53335966/how-to-debug-typescript-express-app-in-visual-studio-code,How to debug TypeScript Express app in Visual Studio Code
232,/questions/53335927/nodejs-and-mariadb-wait-for-query-result,"NodeJS and MariaDB, wait for query result"
233,/questions/53335860/cannot-find-module-after-project-compilation,Cannot find module after project compilation
234,/questions/53335778/strange-error-in-production-with-node-js-and-nginx-error-request-aborted,Strange error in production with node.js and nginx: “Error: Request aborted”
235,/questions/53335704/stop-node-server-from-another-file,Stop node server from another file
236,/questions/53335695/i-am-having-a-problem-building-my-node-app-with-webpack,I am having a problem building my Node app with webpack
237,/questions/53335683/aws-managing-users-via-cognito,AWS managing users via Cognito
238,/questions/53335455/how-to-apply-instance-of-use-to-all-routes-except-those-handed-by-app-useexpr,How to apply instance of use() to all routes except those handed by app.use(express.static(“dist”))?
239,/questions/53335446/nodejs-streams-with-http-requests,NodeJs Streams with HTTP requests
240,/questions/53335180/callback-was-already-called-using-async-parallel-why,"Callback was already called using async parallel, why?"
241,/questions/53335150/convert-node-js-to-python-lambda-function,Convert node.js to python Lambda function [on hold]
242,/questions/53335112/amazonmq-invoke-aws-lambda,amazonmq invoke aws lambda
243,/questions/53334970/send-request-from-webserver-to-local-server,Send request from Webserver to Local server
244,/questions/53334943/node-js-express-passport-joi-first-validated-body-joy-or-check-passport-req,Node.js express passport joi - First validated body/joy or check passport req?
245,/questions/53334695/macos-remote-desktop,macOS- Remote Desktop [on hold]
246,/questions/53334663/when-downloading-zip-file-from-linux-server-with-node-and-angular-5-zip-file-suc,"When downloading zip file from linux server with node and angular 5,zip file successfully downloads but EMPTY"
247,/questions/53334533/node8592-unhandledpromiserejectionwarning-unhandled-promise-rejection-rejec,(node:8592) UnhandledPromiseRejectionWarning: Unhandled promise rejection (rejection id: 3): MongoParseError: Invalid connection string
248,/questions/53334424/multiple-checkbox-filtering-with-nodejs-and-mysql,Multiple checkbox filtering with nodejs and mysql
249,/questions/53334400/nested-relations-include-in-sequelize-with-node-js,Nested Relations include in Sequelize with node js
250,/questions/53334145/node-js-server-images-working-only-on-local,Node Js Server Images working only on local
251,/questions/53334140/how-to-integrate-oauth-for-react-front-end-and-node-back-end,How to integrate oauth for react front end and node back end?
252,/questions/53333993/electronjs-remote-access-nodejs,electronjs - remote access nodejs
253,/questions/53333975/sort-array-of-objects-by-string-following-the-order-given-by-another-array,Sort array of objects by string following the order given by another array [duplicate]
254,/questions/53333758/mocking-specific-reading-file-error-for-tests-in-node-js,Mocking specific reading file error for tests in Node.js
255,/questions/53333748/i-want-to-populate-data-in-datatable-on-button-click-by-default-it-should-displ,"I want to populate data in DataTable on button click, by default it should display no data available"
256,/questions/53333714/is-not-a-command-or-a-bat-when-trying-to-serve-project,“.” Is not a command or a bat When trying to serve project
257,/questions/53333704/how-to-retrieve-text-message-from-android-smartphone-in-nodejs,how to retrieve text message from Android smartphone in Nodejs?
258,/questions/53333575/exception-handling-in-express-js,exception Handling In Express JS
259,/questions/53333569/js-global-variable-not-recognized,JS Global variable not recognized
260,/questions/53333532/limitations-of-using-class-in-nodejs,Limitations of using Class in nodejs [on hold]
261,/questions/53333474/page-not-redirecting-in-node,page not redirecting in node
262,/questions/53333442/how-to-get-array-of-data-based-on-id-in-ngoninit,How to get array of data based on id in ngOnInit
263,/questions/53333390/deploying-a-mern-stack-with-react-js-and-express-server-in-the-same-package-to-p,Deploying a MERN stack with React.js and Express server in the same package to production after running npm run build [on hold]
264,/questions/53333345/partial-lenses-how-to-use-asynchronous-operations-in-optics-with-l-collect,partial.lenses: how to use asynchronous operations in optics with L.collect?
265,/questions/53333306/how-could-i-validate-compare-two-dates-in-node-js-to-ensure-enddate-is-withing-a,How could I validate/compare two dates in node js to ensure endDate is withing after 24hours of startDate?
266,/questions/53333203/pushing-to-heroku-is-gets-rejected,Pushing to heroku is gets rejected
267,/questions/53333130/i-cant-npm-run-release-that-show-error-no-1,"I can't 'npm run release', that show error no 1"
268,/questions/53333127/invalid-host-header-heroku-node-js-react-app,invalid host header Heroku node.js react app
269,/questions/53333099/how-to-host-node-js-angular-web-application-on-linux-server,"How to host Node JS, Angular web application on linux server? [on hold]"
270,/questions/53332917/email-is-not-receiving-in-recipients-email-box-while-using-sendgrid-in-protract,Email is not receiving in recipient's email box while using sendgrid in protractor
271,/questions/53332884/passing-cloud-front-custom-domain-url-to-lambda,passing cloud front custom domain URL to lambda
272,https://academia.stackexchange.com/questions/120169/receiving-gift-from-student-before-grading-msc-thesis-is-it-ethical,"
                    Receiving gift from student before grading MSc thesis. Is it ethical?
                "
273,https://unix.stackexchange.com/questions/482032/date-command-gives-wrong-week-number-for-dec-31,"
                    Date Command Gives Wrong Week Number for Dec 31
                "
274,https://security.stackexchange.com/questions/197786/public-api-with-authorization-token-is-it-possible-to-protect-the-demo-token,"
                    Public API with authorization token -- is it possible to protect the demo token?
                "
275,https://worldbuilding.stackexchange.com/questions/130384/how-can-i-prevent-a-human-sacrifice-from-dying-before-a-ritual-is-complete,"
                    How can I prevent a human sacrifice from dying before a ritual is complete?
                "
276,https://worldbuilding.stackexchange.com/questions/130164/a-guy-asked-me-to-kill-15-trolls-how-do-i-prove-that-i-did-it,"
                    A guy asked me to kill 15 trolls, how do I prove that I did it?
                "
277,https://electronics.stackexchange.com/questions/406281/what-is-the-name-of-these-little-plastic-things-that-protect-wires-from-being-cu,"
                    What is the name of these little plastic things that protect wires from being cut into by the sharp edges of a drilled hole?
                "
278,https://askubuntu.com/questions/1093469/what-is-the-significance-of-the-output-of-cat-etc-group,"
                    What is the significance of the output of cat /etc/group?
                "
279,https://codegolf.stackexchange.com/questions/176095/print-all-lexicographically-increasing-numbers-under-10000,"
                    Print all lexicographically increasing numbers under 10000
                "
280,https://worldbuilding.stackexchange.com/questions/130502/time-travellers-and-the-roman-empire-part-1-transport-and-control,"
                    Time Travellers And The Roman Empire, Part 1: Transport and Control
                "
281,https://retrocomputing.stackexchange.com/questions/8291/simplest-system-to-create-an-emulator-for,"
                    Simplest system to create an emulator for
                "
282,https://movies.stackexchange.com/questions/93880/why-does-homer-handle-a-rod-of-uranium-in-the-opening,"
                    Why does Homer handle a rod of uranium in the opening?
                "
